Date;Victim Sex;Total Shootings
31-Oct-13;M;7
01-Nov-13;M;3
02-Nov-13;M;1
03-Nov-13;F;1
03-Nov-13;M;1
05-Nov-13;M;2
06-Nov-13;M;1
08-Nov-13;M;5
09-Nov-13;F;1
09-Nov-13;M;5
10-Nov-13;M;6
11-Nov-13;M;6
12-Nov-13;M;2
13-Nov-13;M;1
14-Nov-13;M;3
15-Nov-13;M;8
16-Nov-13;M;3
17-Nov-13;M;5
18-Nov-13;M;6
19-Nov-13;M;1
20-Nov-13;M;2
21-Nov-13;M;1
22-Nov-13;F;2
22-Nov-13;M;9
23-Nov-13;F;1
23-Nov-13;M;6
24-Nov-13;M;2
25-Nov-13;M;1
26-Nov-13;F;1
26-Nov-13;M;1
27-Nov-13;M;2
29-Nov-13;M;5
30-Nov-13;M;4
01-Dec-13;M;2
02-Dec-13;M;3
03-Dec-13;M;4
04-Dec-13;M;5
05-Dec-13;M;1
06-Dec-13;M;3
07-Dec-13;M;5
08-Dec-13;M;5
10-Dec-13;M;3
11-Dec-13;M;1
13-Dec-13;M;3
14-Dec-13;M;3
15-Dec-13;M;2
16-Dec-13;M;2
18-Dec-13;M;1
19-Dec-13;M;3
20-Dec-13;M;2
21-Dec-13;F;1
21-Dec-13;M;4
22-Dec-13;M;7
23-Dec-13;M;8
24-Dec-13;M;4
25-Dec-13;M;5
26-Dec-13;M;2
27-Dec-13;M;2
28-Dec-13;M;2
29-Dec-13;M;3
30-Dec-13;M;3
31-Dec-13;M;2
01-Jan-14;M;12
02-Jan-14;M;4
03-Jan-14;F;3
03-Jan-14;M;7
04-Jan-14;M;2
05-Jan-14;M;1
06-Jan-14;M;1
07-Jan-14;M;1
08-Jan-14;M;2
09-Jan-14;M;1
10-Jan-14;F;6
10-Jan-14;M;6
11-Jan-14;M;4
12-Jan-14;M;1
13-Jan-14;M;4
14-Jan-14;M;3
15-Jan-14;M;2
16-Jan-14;M;2
17-Jan-14;M;1
18-Jan-14;M;4
19-Jan-14;M;2
20-Jan-14;M;5
21-Jan-14;M;2
22-Jan-14;M;4
24-Jan-14;M;4
25-Jan-14;M;1
26-Jan-14;M;3
29-Jan-14;M;3
30-Jan-14;M;3
31-Jan-14;M;13
01-Feb-14;M;3
02-Feb-14;M;2
03-Feb-14;M;2
04-Feb-14;M;3
05-Feb-14;M;2
06-Feb-14;M;1
07-Feb-14;M;3
09-Feb-14;F;1
09-Feb-14;M;1
10-Feb-14;M;1
11-Feb-14;M;1
12-Feb-14;M;1
14-Feb-14;M;4
15-Feb-14;M;1
16-Feb-14;M;4
17-Feb-14;M;2
18-Feb-14;M;3
19-Feb-14;F;1
19-Feb-14;M;1
20-Feb-14;M;1
21-Feb-14;M;5
22-Feb-14;M;1
23-Feb-14;F;2
23-Feb-14;M;1
24-Feb-14;M;2
26-Feb-14;M;1
27-Feb-14;M;1
28-Feb-14;M;1
01-Mar-14;F;1
01-Mar-14;M;3
02-Mar-14;M;2
03-Mar-14;M;1
07-Mar-14;M;1
08-Mar-14;F;1
08-Mar-14;M;6
09-Mar-14;M;3
10-Mar-14;M;3
11-Mar-14;F;1
11-Mar-14;M;9
12-Mar-14;M;4
13-Mar-14;M;6
14-Mar-14;F;1
14-Mar-14;M;4
15-Mar-14;F;1
15-Mar-14;M;4
16-Mar-14;M;4
17-Mar-14;M;2
19-Mar-14;M;1
20-Mar-14;M;2
22-Mar-14;M;5
23-Mar-14;F;2
23-Mar-14;M;7
24-Mar-14;M;1
25-Mar-14;M;3
26-Mar-14;M;4
27-Mar-14;F;1
27-Mar-14;M;2
28-Mar-14;F;2
28-Mar-14;M;6
29-Mar-14;F;1
29-Mar-14;M;4
30-Mar-14;M;8
31-Mar-14;M;3
01-Apr-14;M;7
02-Apr-14;M;3
03-Apr-14;F;1
03-Apr-14;M;2
05-Apr-14;M;1
06-Apr-14;M;5
07-Apr-14;M;3
08-Apr-14;F;1
09-Apr-14;M;3
10-Apr-14;M;4
11-Apr-14;M;2
12-Apr-14;F;1
12-Apr-14;M;5
13-Apr-14;M;3
14-Apr-14;F;1
14-Apr-14;M;10
15-Apr-14;M;2
17-Apr-14;M;3
18-Apr-14;M;1
19-Apr-14;F;1
19-Apr-14;M;5
20-Apr-14;M;6
22-Apr-14;M;6
24-Apr-14;M;2
25-Apr-14;M;3
26-Apr-14;M;5
27-Apr-14;M;2
28-Apr-14;M;4
29-Apr-14;F;1
29-Apr-14;M;4
30-Apr-14;M;1
01-May-14;M;1
02-May-14;F;1
02-May-14;M;6
04-May-14;M;4
05-May-14;F;1
05-May-14;M;3
06-May-14;M;3
07-May-14;M;5
08-May-14;M;4
09-May-14;M;3
10-May-14;M;3
11-May-14;M;7
12-May-14;M;3
13-May-14;M;3
14-May-14;M;1
15-May-14;M;5
16-May-14;M;3
17-May-14;F;1
17-May-14;M;10
18-May-14;M;7
19-May-14;M;5
20-May-14;M;2
21-May-14;M;5
22-May-14;M;1
23-May-14;M;2
24-May-14;M;4
25-May-14;F;2
25-May-14;M;5
26-May-14;F;1
26-May-14;M;8
27-May-14;F;1
27-May-14;M;4
28-May-14;M;1
29-May-14;M;1
30-May-14;F;2
30-May-14;M;1
31-May-14;F;1
31-May-14;M;9
01-Jun-14;M;4
02-Jun-14;M;3
03-Jun-14;M;3
04-Jun-14;M;10
05-Jun-14;M;2
06-Jun-14;F;2
06-Jun-14;M;1
07-Jun-14;M;7
08-Jun-14;F;4
08-Jun-14;M;7
09-Jun-14;M;3
10-Jun-14;M;2
11-Jun-14;M;4
12-Jun-14;M;2
13-Jun-14;M;1
14-Jun-14;F;1
14-Jun-14;M;2
15-Jun-14;F;1
15-Jun-14;M;6
16-Jun-14;M;5
17-Jun-14;M;8
18-Jun-14;F;1
18-Jun-14;M;4
19-Jun-14;M;8
20-Jun-14;F;1
20-Jun-14;M;2
21-Jun-14;F;1
21-Jun-14;M;8
22-Jun-14;F;2
22-Jun-14;M;10
23-Jun-14;M;1
24-Jun-14;F;1
24-Jun-14;M;3
25-Jun-14;M;4
26-Jun-14;F;1
26-Jun-14;M;1
27-Jun-14;M;2
28-Jun-14;M;5
29-Jun-14;F;4
29-Jun-14;M;12
30-Jun-14;M;4
01-Jul-14;M;4
02-Jul-14;M;7
03-Jul-14;M;3
04-Jul-14;M;6
05-Jul-14;M;5
06-Jul-14;F;1
06-Jul-14;M;17
07-Jul-14;M;5
08-Jul-14;M;4
09-Jul-14;M;3
10-Jul-14;M;2
11-Jul-14;M;7
12-Jul-14;F;1
12-Jul-14;M;9
13-Jul-14;F;2
13-Jul-14;M;5
14-Jul-14;M;4
15-Jul-14;F;1
15-Jul-14;M;9
16-Jul-14;M;2
17-Jul-14;M;4
18-Jul-14;M;1
19-Jul-14;M;6
20-Jul-14;M;7
21-Jul-14;M;3
22-Jul-14;M;5
23-Jul-14;M;2
25-Jul-14;M;3
26-Jul-14;M;5
27-Jul-14;F;1
27-Jul-14;M;9
28-Jul-14;M;3
29-Jul-14;M;3
30-Jul-14;M;7
31-Jul-14;M;5
01-Aug-14;F;1
01-Aug-14;M;7
02-Aug-14;M;9
03-Aug-14;M;5
04-Aug-14;M;2
05-Aug-14;M;4
06-Aug-14;F;1
06-Aug-14;M;7
08-Aug-14;M;2
09-Aug-14;F;2
09-Aug-14;M;3
10-Aug-14;F;2
10-Aug-14;M;10
11-Aug-14;M;2
12-Aug-14;M;6
13-Aug-14;F;1
13-Aug-14;M;3
14-Aug-14;M;2
15-Aug-14;M;3
16-Aug-14;F;1
16-Aug-14;M;7
17-Aug-14;F;2
17-Aug-14;M;13
18-Aug-14;M;3
19-Aug-14;M;3
20-Aug-14;F;1
20-Aug-14;M;10
21-Aug-14;F;1
21-Aug-14;M;2
22-Aug-14;M;4
23-Aug-14;F;1
23-Aug-14;M;11
24-Aug-14;F;1
24-Aug-14;M;2
25-Aug-14;M;2
26-Aug-14;M;3
27-Aug-14;M;6
28-Aug-14;M;2
29-Aug-14;F;3
29-Aug-14;M;5
30-Aug-14;F;1
30-Aug-14;M;6
31-Aug-14;M;7
01-Sep-14;F;3
01-Sep-14;M;12
03-Sep-14;M;4
04-Sep-14;M;1
05-Sep-14;F;1
05-Sep-14;M;5
06-Sep-14;M;6
07-Sep-14;M;3
08-Sep-14;F;1
08-Sep-14;M;4
09-Sep-14;M;1
10-Sep-14;F;1
10-Sep-14;M;1
11-Sep-14;F;1
11-Sep-14;M;2
12-Sep-14;F;1
12-Sep-14;M;4
13-Sep-14;M;4
14-Sep-14;M;1
15-Sep-14;M;1
16-Sep-14;M;3
17-Sep-14;M;2
18-Sep-14;M;3
19-Sep-14;F;1
19-Sep-14;M;3
20-Sep-14;M;2
21-Sep-14;M;4
22-Sep-14;F;1
22-Sep-14;M;3
23-Sep-14;M;3
24-Sep-14;M;1
25-Sep-14;M;3
26-Sep-14;M;10
27-Sep-14;F;1
27-Sep-14;M;8
28-Sep-14;M;2
29-Sep-14;M;1
30-Sep-14;M;1
01-Oct-14;F;1
01-Oct-14;M;4
02-Oct-14;F;4
02-Oct-14;M;10
03-Oct-14;M;4
04-Oct-14;F;1
04-Oct-14;M;3
05-Oct-14;M;9
06-Oct-14;M;4
07-Oct-14;M;1
08-Oct-14;M;3
09-Oct-14;M;2
10-Oct-14;M;5
11-Oct-14;F;1
11-Oct-14;M;4
12-Oct-14;M;9
13-Oct-14;M;2
15-Oct-14;M;7
16-Oct-14;M;4
17-Oct-14;F;1
17-Oct-14;M;8
18-Oct-14;M;5
19-Oct-14;F;2
19-Oct-14;M;2
22-Oct-14;M;4
23-Oct-14;M;4
24-Oct-14;M;2
25-Oct-14;M;2
26-Oct-14;M;2
27-Oct-14;M;2
28-Oct-14;M;3
29-Oct-14;M;6
30-Oct-14;M;1
31-Oct-14;F;4
31-Oct-14;M;4
01-Nov-14;M;4
02-Nov-14;F;1
02-Nov-14;M;6
03-Nov-14;M;4
04-Nov-14;M;5
05-Nov-14;F;1
05-Nov-14;M;2
06-Nov-14;M;1
07-Nov-14;M;7
08-Nov-14;F;1
08-Nov-14;M;5
09-Nov-14;M;4
10-Nov-14;M;4
11-Nov-14;M;2
12-Nov-14;M;7
13-Nov-14;M;3
14-Nov-14;M;1
15-Nov-14;M;3
18-Nov-14;M;2
19-Nov-14;M;5
20-Nov-14;M;3
21-Nov-14;F;1
21-Nov-14;M;3
22-Nov-14;F;1
22-Nov-14;M;5
23-Nov-14;M;1
24-Nov-14;M;5
25-Nov-14;M;2
26-Nov-14;F;2
26-Nov-14;M;5
27-Nov-14;M;2
28-Nov-14;M;3
29-Nov-14;M;3
30-Nov-14;F;1
30-Nov-14;M;2
01-Dec-14;M;10
02-Dec-14;F;1
02-Dec-14;M;1
03-Dec-14;M;3
05-Dec-14;M;11
06-Dec-14;M;9
07-Dec-14;M;4
08-Dec-14;F;2
08-Dec-14;M;6
09-Dec-14;M;1
11-Dec-14;M;1
12-Dec-14;M;9
13-Dec-14;M;4
14-Dec-14;M;8
15-Dec-14;M;10
16-Dec-14;M;1
17-Dec-14;M;2
18-Dec-14;F;1
18-Dec-14;M;1
19-Dec-14;M;3
20-Dec-14;M;4
21-Dec-14;M;5
22-Dec-14;M;4
23-Dec-14;M;4
24-Dec-14;M;1
25-Dec-14;M;6
26-Dec-14;M;2
27-Dec-14;M;5
28-Dec-14;M;9
29-Dec-14;M;5
30-Dec-14;M;4
31-Dec-14;M;3
01-Jan-15;M;3
02-Jan-15;M;6
03-Jan-15;M;2
04-Jan-15;M;1
05-Jan-15;M;7
06-Jan-15;M;6
07-Jan-15;M;2
08-Jan-15;M;2
09-Jan-15;F;1
10-Jan-15;M;3
11-Jan-15;M;9
12-Jan-15;M;7
13-Jan-15;M;1
14-Jan-15;M;4
15-Jan-15;M;2
16-Jan-15;M;2
17-Jan-15;M;3
18-Jan-15;M;5
19-Jan-15;M;3
20-Jan-15;F;2
20-Jan-15;M;7
21-Jan-15;F;1
21-Jan-15;M;2
22-Jan-15;M;4
23-Jan-15;M;2
24-Jan-15;F;6
24-Jan-15;M;2
25-Jan-15;M;7
26-Jan-15;M;4
27-Jan-15;M;2
29-Jan-15;M;2
30-Jan-15;F;1
30-Jan-15;M;3
31-Jan-15;M;3
01-Feb-15;F;3
01-Feb-15;M;9
02-Feb-15;M;2
03-Feb-15;M;2
04-Feb-15;M;2
05-Feb-15;M;5
07-Feb-15;M;2
08-Feb-15;F;1
08-Feb-15;M;1
09-Feb-15;M;2
11-Feb-15;M;1
12-Feb-15;M;1
13-Feb-15;F;1
13-Feb-15;M;2
14-Feb-15;M;1
15-Feb-15;M;2
16-Feb-15;M;4
17-Feb-15;M;2
18-Feb-15;M;3
19-Feb-15;M;3
20-Feb-15;M;2
21-Feb-15;F;1
21-Feb-15;M;4
22-Feb-15;M;3
23-Feb-15;M;2
24-Feb-15;F;1
24-Feb-15;M;1
25-Feb-15;M;1
27-Feb-15;M;2
28-Feb-15;M;2
01-Mar-15;M;2
03-Mar-15;M;5
04-Mar-15;F;1
04-Mar-15;M;2
05-Mar-15;M;1
06-Mar-15;F;1
06-Mar-15;M;1
07-Mar-15;M;3
08-Mar-15;M;3
09-Mar-15;F;3
09-Mar-15;M;1
10-Mar-15;M;1
11-Mar-15;M;2
12-Mar-15;F;1
12-Mar-15;M;1
13-Mar-15;M;10
14-Mar-15;M;8
15-Mar-15;M;5
16-Mar-15;F;1
16-Mar-15;M;1
17-Mar-15;M;2
19-Mar-15;M;1
20-Mar-15;F;1
21-Mar-15;F;1
21-Mar-15;M;3
22-Mar-15;M;4
23-Mar-15;M;7
24-Mar-15;M;1
25-Mar-15;M;1
26-Mar-15;M;5
27-Mar-15;M;1
28-Mar-15;F;1
28-Mar-15;M;4
29-Mar-15;M;1
30-Mar-15;M;2
31-Mar-15;F;3
31-Mar-15;M;2
01-Apr-15;F;1
01-Apr-15;M;2
03-Apr-15;M;3
04-Apr-15;F;2
05-Apr-15;M;4
06-Apr-15;M;4
07-Apr-15;M;2
08-Apr-15;M;6
10-Apr-15;F;1
10-Apr-15;M;2
11-Apr-15;M;2
12-Apr-15;F;3
12-Apr-15;M;3
13-Apr-15;M;3
14-Apr-15;M;2
15-Apr-15;F;2
15-Apr-15;M;3
17-Apr-15;M;6
18-Apr-15;F;2
18-Apr-15;M;12
19-Apr-15;M;6
20-Apr-15;M;1
21-Apr-15;M;6
22-Apr-15;M;1
24-Apr-15;M;2
25-Apr-15;M;4
26-Apr-15;M;6
27-Apr-15;F;3
27-Apr-15;M;5
28-Apr-15;M;1
29-Apr-15;F;1
29-Apr-15;M;4
30-Apr-15;M;1
01-May-15;M;1
02-May-15;M;1
03-May-15;F;2
03-May-15;M;6
04-May-15;F;1
04-May-15;M;9
05-May-15;M;6
06-May-15;F;1
06-May-15;M;5
07-May-15;M;7
08-May-15;M;3
09-May-15;M;7
10-May-15;M;5
11-May-15;F;2
11-May-15;M;5
12-May-15;F;4
12-May-15;M;3
13-May-15;M;4
14-May-15;F;3
14-May-15;M;5
15-May-15;M;1
16-May-15;M;6
17-May-15;M;9
18-May-15;M;4
19-May-15;M;3
20-May-15;M;1
21-May-15;M;5
22-May-15;M;7
23-May-15;M;8
24-May-15;F;1
24-May-15;M;7
25-May-15;M;6
26-May-15;F;2
26-May-15;M;12
27-May-15;M;5
28-May-15;M;3
29-May-15;M;7
30-May-15;F;2
30-May-15;M;8
31-May-15;F;1
31-May-15;M;3
01-Jun-15;M;2
02-Jun-15;F;1
02-Jun-15;M;1
03-Jun-15;M;2
04-Jun-15;M;1
06-Jun-15;M;6
07-Jun-15;M;3
08-Jun-15;M;5
09-Jun-15;M;10
10-Jun-15;M;7
11-Jun-15;F;1
11-Jun-15;M;2
12-Jun-15;F;1
12-Jun-15;M;12
13-Jun-15;F;1
13-Jun-15;M;8
14-Jun-15;M;5
15-Jun-15;F;3
15-Jun-15;M;4
17-Jun-15;M;4
18-Jun-15;M;3
19-Jun-15;M;4
20-Jun-15;F;1
20-Jun-15;M;4
21-Jun-15;F;1
21-Jun-15;M;6
22-Jun-15;F;1
22-Jun-15;M;5
23-Jun-15;M;5
24-Jun-15;F;1
24-Jun-15;M;4
25-Jun-15;M;6
26-Jun-15;M;2
27-Jun-15;M;3
28-Jun-15;M;3
29-Jun-15;M;7
01-Jul-15;F;1
01-Jul-15;M;2
02-Jul-15;M;3
03-Jul-15;M;4
04-Jul-15;M;6
05-Jul-15;M;4
07-Jul-15;M;3
08-Jul-15;F;1
08-Jul-15;M;4
09-Jul-15;M;2
10-Jul-15;M;3
11-Jul-15;F;1
11-Jul-15;M;7
12-Jul-15;M;4
13-Jul-15;F;2
13-Jul-15;M;11
14-Jul-15;M;1
15-Jul-15;M;4
16-Jul-15;M;4
17-Jul-15;M;8
18-Jul-15;M;2
19-Jul-15;F;1
19-Jul-15;M;6
20-Jul-15;M;5
21-Jul-15;M;3
22-Jul-15;F;1
22-Jul-15;M;2
23-Jul-15;F;1
23-Jul-15;M;8
24-Jul-15;F;1
24-Jul-15;M;4
25-Jul-15;M;5
26-Jul-15;M;5
27-Jul-15;M;1
28-Jul-15;M;4
29-Jul-15;M;3
30-Jul-15;M;2
31-Jul-15;F;1
31-Jul-15;M;2
01-Aug-15;F;1
01-Aug-15;M;4
02-Aug-15;F;4
02-Aug-15;M;8
03-Aug-15;F;1
03-Aug-15;M;3
04-Aug-15;M;4
05-Aug-15;F;1
05-Aug-15;M;6
06-Aug-15;F;1
06-Aug-15;M;3
07-Aug-15;M;5
08-Aug-15;F;2
08-Aug-15;M;4
09-Aug-15;F;1
09-Aug-15;M;7
10-Aug-15;M;2
12-Aug-15;F;2
12-Aug-15;M;1
13-Aug-15;F;1
13-Aug-15;M;3
14-Aug-15;M;7
15-Aug-15;M;5
16-Aug-15;M;7
17-Aug-15;F;1
17-Aug-15;M;3
18-Aug-15;M;2
19-Aug-15;M;3
20-Aug-15;M;5
21-Aug-15;M;4
22-Aug-15;F;1
22-Aug-15;M;9
23-Aug-15;F;3
23-Aug-15;M;13
24-Aug-15;M;4
25-Aug-15;M;6
26-Aug-15;M;2
27-Aug-15;M;1
28-Aug-15;F;2
28-Aug-15;M;3
29-Aug-15;M;5
30-Aug-15;F;1
30-Aug-15;M;5
31-Aug-15;M;6
01-Sep-15;F;1
01-Sep-15;M;5
02-Sep-15;M;4
03-Sep-15;M;1
04-Sep-15;M;6
05-Sep-15;F;1
05-Sep-15;M;6
06-Sep-15;F;1
06-Sep-15;M;6
07-Sep-15;M;5
08-Sep-15;M;4
09-Sep-15;M;4
10-Sep-15;M;1
11-Sep-15;M;4
12-Sep-15;M;8
14-Sep-15;M;2
15-Sep-15;M;1
16-Sep-15;M;1
17-Sep-15;M;1
18-Sep-15;M;1
19-Sep-15;F;2
19-Sep-15;M;9
20-Sep-15;F;1
20-Sep-15;M;5
21-Sep-15;F;1
21-Sep-15;M;4
22-Sep-15;M;3
23-Sep-15;M;1
25-Sep-15;M;6
26-Sep-15;M;13
27-Sep-15;M;2
28-Sep-15;M;2
29-Sep-15;M;2
30-Sep-15;M;1
01-Oct-15;M;1
02-Oct-15;M;1
03-Oct-15;M;1
04-Oct-15;F;1
04-Oct-15;M;7
05-Oct-15;M;2
06-Oct-15;F;2
06-Oct-15;M;5
08-Oct-15;M;2
09-Oct-15;M;5
10-Oct-15;M;3
11-Oct-15;M;2
12-Oct-15;F;6
13-Oct-15;M;2
14-Oct-15;M;5
16-Oct-15;M;1
17-Oct-15;M;6
18-Oct-15;M;6
19-Oct-15;M;2
20-Oct-15;M;4
22-Oct-15;F;1
22-Oct-15;M;2
23-Oct-15;M;2
24-Oct-15;F;1
24-Oct-15;M;4
25-Oct-15;M;4
26-Oct-15;F;1
26-Oct-15;M;5
27-Oct-15;M;2
28-Oct-15;M;5
29-Oct-15;M;1
30-Oct-15;M;3
31-Oct-15;M;8
01-Nov-15;M;6
02-Nov-15;M;3
04-Nov-15;M;6
05-Nov-15;M;2
06-Nov-15;M;2
07-Nov-15;F;2
07-Nov-15;M;4
08-Nov-15;F;1
08-Nov-15;M;2
09-Nov-15;M;10
10-Nov-15;M;1
11-Nov-15;F;1
11-Nov-15;M;2
13-Nov-15;M;3
14-Nov-15;M;1
15-Nov-15;M;3
16-Nov-15;M;7
17-Nov-15;F;1
17-Nov-15;M;1
18-Nov-15;M;1
19-Nov-15;M;5
20-Nov-15;M;3
21-Nov-15;M;3
22-Nov-15;M;3
24-Nov-15;M;4
25-Nov-15;M;8
26-Nov-15;M;8
27-Nov-15;M;5
28-Nov-15;M;2
29-Nov-15;F;1
29-Nov-15;M;1
30-Nov-15;F;1
30-Nov-15;M;1
01-Dec-15;F;1
01-Dec-15;M;1
03-Dec-15;F;2
03-Dec-15;M;6
04-Dec-15;M;3
05-Dec-15;M;4
06-Dec-15;M;3
07-Dec-15;M;6
08-Dec-15;M;3
09-Dec-15;F;1
09-Dec-15;M;1
10-Dec-15;F;1
10-Dec-15;M;3
11-Dec-15;M;4
12-Dec-15;M;3
13-Dec-15;M;7
14-Dec-15;M;7
15-Dec-15;M;3
16-Dec-15;M;2
17-Dec-15;M;4
18-Dec-15;F;1
18-Dec-15;M;1
19-Dec-15;M;5
20-Dec-15;M;3
21-Dec-15;M;2
23-Dec-15;M;1
24-Dec-15;M;8
25-Dec-15;F;2
25-Dec-15;M;4
26-Dec-15;M;6
27-Dec-15;M;1
28-Dec-15;F;2
28-Dec-15;M;4
29-Dec-15;M;2
30-Dec-15;M;6
31-Dec-15;F;1
31-Dec-15;M;4
01-Jan-16;M;7
02-Jan-16;M;3
03-Jan-16;M;3
04-Jan-16;M;1
05-Jan-16;F;1
05-Jan-16;M;1
06-Jan-16;M;3
07-Jan-16;M;1
09-Jan-16;M;5
10-Jan-16;M;6
11-Jan-16;M;4
13-Jan-16;M;4
14-Jan-16;M;3
15-Jan-16;M;2
16-Jan-16;M;6
17-Jan-16;M;4
21-Jan-16;F;1
21-Jan-16;M;5
22-Jan-16;M;1
23-Jan-16;M;4
24-Jan-16;M;1
25-Jan-16;F;1
25-Jan-16;M;1
26-Jan-16;M;1
27-Jan-16;F;4
28-Jan-16;M;2
30-Jan-16;M;4
01-Feb-16;M;1
02-Feb-16;M;1
03-Feb-16;M;1
04-Feb-16;F;1
04-Feb-16;M;5
05-Feb-16;M;1
06-Feb-16;M;3
08-Feb-16;M;1
09-Feb-16;M;3
10-Feb-16;M;2
11-Feb-16;M;2
13-Feb-16;M;4
15-Feb-16;M;4
16-Feb-16;M;4
18-Feb-16;M;2
19-Feb-16;M;6
20-Feb-16;F;1
20-Feb-16;M;8
21-Feb-16;M;1
22-Feb-16;M;1
25-Feb-16;M;8
26-Feb-16;F;1
26-Feb-16;M;1
27-Feb-16;M;3
28-Feb-16;M;4
29-Feb-16;M;5
01-Mar-16;F;1
02-Mar-16;M;1
04-Mar-16;M;2
05-Mar-16;M;3
06-Mar-16;M;2
07-Mar-16;M;2
08-Mar-16;M;4
09-Mar-16;M;2
10-Mar-16;F;3
10-Mar-16;M;5
11-Mar-16;M;4
12-Mar-16;M;2
13-Mar-16;M;7
14-Mar-16;M;3
17-Mar-16;M;2
18-Mar-16;M;3
19-Mar-16;M;2
20-Mar-16;M;3
21-Mar-16;M;1
23-Mar-16;M;1
24-Mar-16;F;2
24-Mar-16;M;5
25-Mar-16;M;5
26-Mar-16;M;4
27-Mar-16;M;2
28-Mar-16;M;3
29-Mar-16;M;2
30-Mar-16;M;1
31-Mar-16;M;2
01-Apr-16;M;4
02-Apr-16;M;2
03-Apr-16;M;2
04-Apr-16;M;2
05-Apr-16;F;1
05-Apr-16;M;1
06-Apr-16;M;2
08-Apr-16;M;3
09-Apr-16;M;2
10-Apr-16;M;1
11-Apr-16;M;6
12-Apr-16;M;4
14-Apr-16;M;4
15-Apr-16;M;4
16-Apr-16;M;4
17-Apr-16;M;3
18-Apr-16;M;1
19-Apr-16;M;1
21-Apr-16;F;1
21-Apr-16;M;3
22-Apr-16;M;2
23-Apr-16;F;1
23-Apr-16;M;8
24-Apr-16;M;2
26-Apr-16;M;1
27-Apr-16;F;1
27-Apr-16;M;2
28-Apr-16;M;2
29-Apr-16;M;1
30-Apr-16;M;1
01-May-16;M;2
03-May-16;M;2
04-May-16;M;1
05-May-16;M;1
06-May-16;M;1
07-May-16;M;4
08-May-16;M;5
09-May-16;M;1
10-May-16;M;2
11-May-16;M;3
12-May-16;M;1
13-May-16;M;3
14-May-16;M;2
15-May-16;M;2
16-May-16;M;5
17-May-16;F;2
18-May-16;M;8
19-May-16;M;3
20-May-16;F;1
20-May-16;M;4
21-May-16;F;3
21-May-16;M;4
22-May-16;M;3
23-May-16;M;2
24-May-16;M;1
25-May-16;F;2
25-May-16;M;3
26-May-16;F;1
26-May-16;M;3
27-May-16;F;1
27-May-16;M;6
28-May-16;M;5
29-May-16;F;1
29-May-16;M;11
29-May-16;U;1
30-May-16;M;2
31-May-16;F;2
31-May-16;M;4
01-Jun-16;F;1
01-Jun-16;M;8
03-Jun-16;M;4
04-Jun-16;M;4
05-Jun-16;M;9
06-Jun-16;F;1
06-Jun-16;M;1
07-Jun-16;M;2
10-Jun-16;F;1
10-Jun-16;M;2
11-Jun-16;F;1
11-Jun-16;M;8
12-Jun-16;M;9
13-Jun-16;M;6
15-Jun-16;F;1
15-Jun-16;M;4
16-Jun-16;F;2
16-Jun-16;M;2
17-Jun-16;M;1
18-Jun-16;M;7
19-Jun-16;F;2
19-Jun-16;M;4
20-Jun-16;M;6
21-Jun-16;M;2
22-Jun-16;M;1
23-Jun-16;M;6
25-Jun-16;M;7
26-Jun-16;F;1
26-Jun-16;M;3
28-Jun-16;M;1
29-Jun-16;M;4
30-Jun-16;F;1
30-Jun-16;M;4
01-Jul-16;M;2
02-Jul-16;M;2
03-Jul-16;F;2
03-Jul-16;M;8
04-Jul-16;F;3
04-Jul-16;M;14
05-Jul-16;M;3
06-Jul-16;M;1
08-Jul-16;M;3
09-Jul-16;M;4
10-Jul-16;M;2
11-Jul-16;M;1
12-Jul-16;M;1
13-Jul-16;M;3
14-Jul-16;M;1
15-Jul-16;F;1
15-Jul-16;M;3
16-Jul-16;M;8
17-Jul-16;F;1
17-Jul-16;M;6
18-Jul-16;F;3
18-Jul-16;M;3
19-Jul-16;M;4
20-Jul-16;M;2
21-Jul-16;F;1
21-Jul-16;M;2
22-Jul-16;M;7
23-Jul-16;F;1
23-Jul-16;M;3
24-Jul-16;F;1
24-Jul-16;M;1
25-Jul-16;F;2
25-Jul-16;M;3
27-Jul-16;M;1
28-Jul-16;M;1
29-Jul-16;M;1
30-Jul-16;M;4
31-Jul-16;M;3
01-Aug-16;M;4
02-Aug-16;F;2
02-Aug-16;M;5
03-Aug-16;M;5
04-Aug-16;M;8
05-Aug-16;M;9
06-Aug-16;F;2
06-Aug-16;M;3
07-Aug-16;F;2
07-Aug-16;M;8
08-Aug-16;F;1
08-Aug-16;M;5
09-Aug-16;F;2
09-Aug-16;M;4
10-Aug-16;M;3
11-Aug-16;F;2
11-Aug-16;M;2
12-Aug-16;M;1
13-Aug-16;M;12
14-Aug-16;F;4
14-Aug-16;M;6
15-Aug-16;M;2
16-Aug-16;M;9
17-Aug-16;M;11
18-Aug-16;F;1
18-Aug-16;M;3
19-Aug-16;F;1
19-Aug-16;M;3
20-Aug-16;F;1
20-Aug-16;M;3
21-Aug-16;M;10
22-Aug-16;F;1
22-Aug-16;M;3
23-Aug-16;M;6
24-Aug-16;M;1
25-Aug-16;M;3
26-Aug-16;M;5
27-Aug-16;F;2
27-Aug-16;M;2
28-Aug-16;F;2
28-Aug-16;M;15
29-Aug-16;M;6
30-Aug-16;M;3
31-Aug-16;M;1
01-Sep-16;M;6
02-Sep-16;F;1
02-Sep-16;M;3
03-Sep-16;M;12
04-Sep-16;F;1
