Date;Victim Sex;Total Shootings
01-Jun-22;M;2
02-Jun-22;M;4
03-Jun-22;M;5
04-Jun-22;F;2
04-Jun-22;M;6
05-Jun-22;F;1
05-Jun-22;M;6
06-Jun-22;M;9
07-Jun-22;F;1
07-Jun-22;M;1
08-Jun-22;M;9
09-Jun-22;M;5
10-Jun-22;M;2
11-Jun-22;M;2
12-Jun-22;M;6
13-Jun-22;F;1
13-Jun-22;M;4
14-Jun-22;M;1
15-Jun-22;F;1
15-Jun-22;M;2
16-Jun-22;F;2
16-Jun-22;M;13
17-Jun-22;M;3
18-Jun-22;M;4
19-Jun-22;F;1
19-Jun-22;M;8
20-Jun-22;F;5
20-Jun-22;M;17
21-Jun-22;M;2
22-Jun-22;M;3
23-Jun-22;M;7
24-Jun-22;M;7
25-Jun-22;F;2
25-Jun-22;M;6
26-Jun-22;M;6
27-Jun-22;M;2
28-Jun-22;F;1
28-Jun-22;M;6
29-Jun-22;F;1
29-Jun-22;M;1
30-Jun-22;F;1
30-Jun-22;M;4
01-Jul-22;F;1
01-Jul-22;M;4
02-Jul-22;F;5
02-Jul-22;M;15
03-Jul-22;F;1
03-Jul-22;M;7
04-Jul-22;F;1
04-Jul-22;M;21
05-Jul-22;M;10
06-Jul-22;F;4
06-Jul-22;M;5
07-Jul-22;M;7
08-Jul-22;M;5
09-Jul-22;M;2
10-Jul-22;F;2
10-Jul-22;M;8
11-Jul-22;F;1
11-Jul-22;M;4
12-Jul-22;M;8
13-Jul-22;M;5
14-Jul-22;F;1
14-Jul-22;M;2
15-Jul-22;F;2
15-Jul-22;M;7
16-Jul-22;F;1
16-Jul-22;M;3
17-Jul-22;F;5
17-Jul-22;M;7
18-Jul-22;M;6
19-Jul-22;M;4
20-Jul-22;F;1
20-Jul-22;M;5
21-Jul-22;M;3
22-Jul-22;F;1
22-Jul-22;M;5
23-Jul-22;F;2
23-Jul-22;M;10
24-Jul-22;M;4
25-Jul-22;F;1
25-Jul-22;M;11
26-Jul-22;F;1
26-Jul-22;M;4
27-Jul-22;M;6
28-Jul-22;M;3
29-Jul-22;F;1
29-Jul-22;M;2
30-Jul-22;F;3
30-Jul-22;M;5
31-Jul-22;M;7
01-Aug-22;F;1
01-Aug-22;M;8
02-Aug-22;M;1
03-Aug-22;M;5
04-Aug-22;M;4
05-Aug-22;F;2
05-Aug-22;M;6
06-Aug-22;M;2
07-Aug-22;F;1
07-Aug-22;M;7
08-Aug-22;F;1
08-Aug-22;M;8
09-Aug-22;M;2
10-Aug-22;M;5
11-Aug-22;M;3
12-Aug-22;M;4
13-Aug-22;F;1
13-Aug-22;M;9
14-Aug-22;M;2
15-Aug-22;M;4
16-Aug-22;M;1
17-Aug-22;M;2
18-Aug-22;M;1
19-Aug-22;M;4
20-Aug-22;M;7
21-Aug-22;M;6
22-Aug-22;F;1
22-Aug-22;M;3
23-Aug-22;F;2
23-Aug-22;M;4
24-Aug-22;M;4
25-Aug-22;F;1
25-Aug-22;M;2
26-Aug-22;F;1
26-Aug-22;M;2
27-Aug-22;F;6
27-Aug-22;M;19
28-Aug-22;F;2
28-Aug-22;M;2
29-Aug-22;F;2
29-Aug-22;M;3
30-Aug-22;F;1
31-Aug-22;M;2
01-Sep-22;F;1
01-Sep-22;M;4
02-Sep-22;F;2
02-Sep-22;M;5
03-Sep-22;F;1
03-Sep-22;M;2
04-Sep-22;M;7
05-Sep-22;M;6
06-Sep-22;M;3
07-Sep-22;M;4
09-Sep-22;F;1
09-Sep-22;M;3
10-Sep-22;F;1
10-Sep-22;M;4
11-Sep-22;M;6
12-Sep-22;M;3
13-Sep-22;M;1
14-Sep-22;F;1
14-Sep-22;M;6
15-Sep-22;M;4
16-Sep-22;M;1
17-Sep-22;M;8
18-Sep-22;M;8
19-Sep-22;M;6
20-Sep-22;F;1
20-Sep-22;M;2
21-Sep-22;F;2
21-Sep-22;M;5
22-Sep-22;M;5
23-Sep-22;M;2
24-Sep-22;M;9
25-Sep-22;M;13
26-Sep-22;M;2
27-Sep-22;F;3
27-Sep-22;M;12
28-Sep-22;F;1
28-Sep-22;M;4
29-Sep-22;M;4
30-Sep-22;M;3
02-Oct-22;F;2
02-Oct-22;M;2
03-Oct-22;M;1
04-Oct-22;M;4
05-Oct-22;M;1
07-Oct-22;M;2
08-Oct-22;F;2
08-Oct-22;M;2
09-Oct-22;F;1
09-Oct-22;M;5
10-Oct-22;F;1
10-Oct-22;M;1
11-Oct-22;F;1
11-Oct-22;M;5
12-Oct-22;M;4
13-Oct-22;M;5
14-Oct-22;M;5
15-Oct-22;M;7
16-Oct-22;F;1
16-Oct-22;M;2
17-Oct-22;M;5
18-Oct-22;M;2
19-Oct-22;M;2
20-Oct-22;M;1
21-Oct-22;M;1
22-Oct-22;M;2
23-Oct-22;M;1
24-Oct-22;F;2
24-Oct-22;M;1
25-Oct-22;M;3
26-Oct-22;M;1
27-Oct-22;M;6
28-Oct-22;F;1
28-Oct-22;M;2
29-Oct-22;M;1
30-Oct-22;F;3
30-Oct-22;M;8
31-Oct-22;F;2
31-Oct-22;M;5
01-Nov-22;M;6
02-Nov-22;F;1
02-Nov-22;M;2
03-Nov-22;M;3
04-Nov-22;F;2
05-Nov-22;M;3
06-Nov-22;M;2
07-Nov-22;M;8
09-Nov-22;M;2
10-Nov-22;M;3
11-Nov-22;M;2
12-Nov-22;F;4
12-Nov-22;M;11
13-Nov-22;M;7
14-Nov-22;M;3
15-Nov-22;M;1
17-Nov-22;M;1
18-Nov-22;F;1
18-Nov-22;M;1
19-Nov-22;M;7
20-Nov-22;M;4
21-Nov-22;M;2
22-Nov-22;M;2
23-Nov-22;M;2
24-Nov-22;F;1
24-Nov-22;M;4
25-Nov-22;M;4
26-Nov-22;F;1
26-Nov-22;M;1
27-Nov-22;F;1
27-Nov-22;M;4
28-Nov-22;M;2
29-Nov-22;M;1
30-Nov-22;M;2
01-Dec-22;F;1
01-Dec-22;M;2
02-Dec-22;M;1
03-Dec-22;M;4
04-Dec-22;M;2
05-Dec-22;M;3
06-Dec-22;F;1
06-Dec-22;M;6
07-Dec-22;M;2
08-Dec-22;F;1
08-Dec-22;M;2
09-Dec-22;M;2
10-Dec-22;M;3
11-Dec-22;F;1
11-Dec-22;M;5
12-Dec-22;F;1
12-Dec-22;M;4
13-Dec-22;M;2
14-Dec-22;M;1
15-Dec-22;M;6
16-Dec-22;F;1
16-Dec-22;M;3
17-Dec-22;M;4
18-Dec-22;M;2
19-Dec-22;F;1
19-Dec-22;M;4
21-Dec-22;F;1
21-Dec-22;M;3
22-Dec-22;M;6
23-Dec-22;M;3
24-Dec-22;M;3
25-Dec-22;M;3
26-Dec-22;F;1
26-Dec-22;M;3
27-Dec-22;M;1
28-Dec-22;M;5
29-Dec-22;F;1
29-Dec-22;M;2
30-Dec-22;M;4
31-Dec-22;M;1
